title,address,totalScore,categories,location,Jarak_KampusC,Jarak_KampusB,Jarak_KampusA
Warkop Gresik Semolowaru,"Jalan Semolowaru Tengah Gang 1 No. 4, Semolowaru, Jl. Semolowaru No.158, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.4,Kedai Kopi Kafe,"{'lat': -7.3011984, 'lng': 112.7790929}",3.5585837862007477,3.5130501527741784,3.340873528420193
WARKOP GAYAM,"Jl. Keputih Gg. IB No.21, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.6,Kafe,"{'lat': -7.2885737, 'lng': 112.7986732}",2.5972857984453332,3.8139412431245745,4.153296812014979
Warkop 02 Safaraz,"Jl. Gebang Lor No.68, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,Kafe seni,"{'lat': -7.2812029, 'lng': 112.788266}",1.334976487170497,2.4129952604645033,2.8150519238302394
Warkop adi,"Jl. Gebang Lor No.50, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,Kedai Kopi,"{'lat': -7.281252, 'lng': 112.787642}",1.322221872840451,2.354523467588788,2.74930289944046
Warkop Cak Kasnun,"PQM6+HXV, Jl. Dharmahusada IV, Pacar Kembang, Kec. Tambaksari, Surabaya, Jawa Timur 60285, Indonesia",4.6,Kedai Kopi,"{'lat': -7.2660056, 'lng': 112.7624185}",2.5026628063980474,0.9176277200543101,1.0612668621517598
WARKOP 3000,"Jl. Semolowaru No.44, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.4,Kafe,"{'lat': -7.3006098, 'lng': 112.7743827}",3.6239888316441013,3.3167642396955634,3.043538803972132
Warkop 78 & TOKO IVA,"Depan parkiran kampus unair B, Jl. Srikana No.78, Surabaya, Jawa Timur 60281, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2741453, 'lng': 112.7584342}",2.9498741540273006,1.1863196221939822,0.5680640510555096
Warkop R-11,"Jl. Semolowaru Elok No.11 blok R, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.8,Kedai Kopi,"{'lat': -7.307254, 'lng': 112.775239}",4.306917720520712,4.0604987179008285,3.7646075631637257
Warkop DKN,"Jl. Medokan Semampir AWS No.22, RT.001/RW.006, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.6,Kedai Kopi,"{'lat': -7.3097995, 'lng': 112.7772405}",4.536154019618437,4.381010335537737,4.108095458821097
Warkop Lestari,"Jl. Menur Pumpungan III No.31B, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2880431, 'lng': 112.7657127}",2.931305577125597,1.8926362402734336,1.4178659578696995
