title,address,totalScore,categories,location
Domicile Kitchen And Lounge,"Jl. Sumatera No.35, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.6,"['Restoran Masakan Barat', 'Restoran Amerika', 'Restoran']","{'lat': -7.2693134, 'lng': 112.7499594}"
de Soematra,"Jl. Sumatera No.75, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.7,"['Restoran', 'Restoran Mewah', 'Restoran Italia', 'Restoran Spanyol', 'Restoran Masakan Barat']","{'lat': -7.271381, 'lng': 112.747355}"
Tokyo Resto 68,"Jl. Raya Nginden No.68, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.5,"['Restoran China', 'Restoran Indonesia']","{'lat': -7.303212, 'lng': 112.7617886}"
Arumanis Restaurant,"Bumi Surabaya City Resort, Jl. Jend. Basuki Rakhmat No.106-128, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271, Indonesia",4.7,"['Restoran Prasmanan', 'Kedai Sarapan', 'Restoran China', 'Restoran Indonesia', 'Restoran Jawa', 'Restoran', 'Restoran Masakan Barat']","{'lat': -7.2714753, 'lng': 112.7406384}"
Hanamasa - Gubeng Pojok,"Jl. Gubeng Pojok No.31 010, RT.010/RW.07, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272, Indonesia",4.6,"['Restoran Jepang', 'Restoran Prasmanan']","{'lat': -7.2658483, 'lng': 112.7514572}"
Rumah Makan Layar Seafood Manyar,"Jl. Manyar Kertoarjo No.23 - 25, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,"['Restoran Seafood', 'Restoran Ikan Bakar']","{'lat': -7.2796, 'lng': 112.766604}"
Sate House Bogowonto,"Jl. Pucang Jajar No.5, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.5,"['Restoran Sate', 'Restoran India', 'Restoran Indonesia']","{'lat': -7.2840137, 'lng': 112.7601146}"
Sate dan Gulai Kambing Pucan,"No., Jl. Pucang Anom Tim. No.21-B, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.3,['Restoran Sate'],"{'lat': -7.2837264, 'lng': 112.7559216}"
sate pak sabar,"Jl. Dharmahusada No.38C, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.3,['Restoran'],"{'lat': -7.2660569, 'lng': 112.762947}"
Sate Plecing Bli Kesuma,"Oebin Cafe, Jl. Raya Manyar No.49 Lantai 2, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,['Restoran Sate'],"{'lat': -7.2943251, 'lng': 112.7625701}"
Taichan Nyot2,"Jl. Dharmawangsa No.109, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.5,['Restoran Sate'],"{'lat': -7.2792099, 'lng': 112.7560165}"
Sate Madurasa,"Jl. Raya Menur No.5, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.1,['Restoran Sate'],"{'lat': -7.2753229, 'lng': 112.7625344}"
Sate Padang Sinar Gemilang Djo Siin,"Jl. Raya Manyar No.55, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.6,"['Restoran Sate', 'Restoran Padang']","{'lat': -7.2950234, 'lng': 112.762483}"
Sate Ayam GBT,"Jl. Ngagel Jaya No.74, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.4,"['Restoran Sate', 'Rumah Makan']","{'lat': -7.2918544, 'lng': 112.7554244}"
Sate Cak Seger Ponorogo,"PQ84+GC6, Jl. Pucang Anom, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.4,['Restoran Sate'],"{'lat': -7.283711, 'lng': 112.7560231}"
"""Warung Sate Berkah Rasa"" Semolowaru Elok","Jl. Semolowaru Elok No.33, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,['Restoran Sate'],"{'lat': -7.3022939, 'lng': 112.7753314}"
Sate Babi Halim,"Jl. Raya Manyar No.84, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.3,['Restoran Sate'],"{'lat': -7.2979585, 'lng': 112.7618416}"
WarKop KM 135,"Jl. Karang Menjangan No.135, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,['Kedai Kopi'],"{'lat': -7.2732413, 'lng': 112.7620747}"
WARKOP JAYADI (JAYA ABADI),"Jl. Dharmahusada No.38C, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.8,['Kedai Kopi'],"{'lat': -7.2660569, 'lng': 112.762947}"
Warkop waduk barata jaya ( ptt ),"Jl. BarataJaya XII A No.11, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.6,['Kedai Kopi'],"{'lat': -7.302182, 'lng': 112.7555481}"
WARKOP CAK DIN DAN CAK DUL,"Jl. Ngagel Jaya Utara No.110, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.6,['Kedai Kopi'],"{'lat': -7.2894151, 'lng': 112.7598935}"
Warkop Aji Raja Kopi,"Jl. Semolowaru No.95, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.4,['Kedai Kopi'],"{'lat': -7.3001314, 'lng': 112.7762537}"
Warkop Berkah (Warung Skena),"Jl. Manyar Kartika VIII No.16, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.9,['Kedai Kopi'],"{'lat': -7.2893401, 'lng': 112.7658274}"
Warkop Dua Dunia,"PQ44+4Q4, Jl. Krukah Tim., Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60245, Indonesia",4.7,['Kafe'],"{'lat': -7.2947367, 'lng': 112.7569671}"
Warkop Pemuda Songolaz (WPS),"Jl. Manyar Rejo No.23 A, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.5,['Kafe'],"{'lat': -7.2936424, 'lng': 112.7641516}"
Warkop Ramonez,"Jl. Raya Menur No.22-24, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.6,['Kedai Kopi'],"{'lat': -7.2772737, 'lng': 112.7621614}"
Soto Ayam Kampung Cak Mu'in,"A1-3 No.14E, Jl. Arief Rahman Hakim, Klampis Ngasem, Sukolilo, Surabaya, East Java 60118, Indonesia",4.4,"['Restoran Soto Ayam', 'Kedai Sarapan', 'Rumah Makan']","{'lat': -7.290009, 'lng': 112.775101}"
Soto Ayam cak di Lamongan,"001, Jl. Gebang Lor No.8, RW.01, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.7,['Restoran'],"{'lat': -7.2818924, 'lng': 112.7860041}"
Soto ayam lamongan cak Har ( PUSAT ),"Jl. Arief Rahman Hakim, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,"['Restoran Soto Ayam', 'Restoran soto']","{'lat': -7.2897292, 'lng': 112.7832073}"
Soto Ayam Pak Yan's,"Jl. Semolowaru Tengah I No.31, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,"['Restoran Soto Ayam', 'Rumah Makan', 'Warung Makanan Kecil']","{'lat': -7.3021661, 'lng': 112.7791224}"
"Soto Madura Dan Soto Ayam H. Syafik Arief Rahman Hakim (Warung Makan Soto, Soto Madura Asli, Soto Daging Madura, Soto Ayam)","Jl. Arief Rahman Hakim No.207, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,['Restoran soto'],"{'lat': -7.2893881, 'lng': 112.7785537}"
Soto Kwali Solo Pak Wasis,"Jl. Semolowaru No.26, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur, Indonesia",4.6,['Restoran'],"{'lat': -7.301282, 'lng': 112.7812422}"
Soto ayam n'desso,"Lapangan tenis, Jl. Semolo Waru, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.5,['Kedai Sarapan & Makan Siang'],"{'lat': -7.3026982, 'lng': 112.7878195}"
Soto Ayam Cak Nuris,"Jl. Arief Rahman Hakim No.58, RT.003/RW.01, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.8,['Restoran Soto Ayam'],"{'lat': -7.2900206, 'lng': 112.7976125}"
Soto Gubeng PJKA ASLI,"Jl. Raya Mulyosari No.153, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.4,"['Restoran soto', 'Kedai Sup']","{'lat': -7.2643724, 'lng': 112.7959003}"
Soto Ayam Lamongan Cak To,"Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.3,"['Restoran Soto Ayam', 'Rumah Makan', 'Restoran Jawa']","{'lat': -7.283488, 'lng': 112.7855315}"
Soto Banjar Selera Kita,"Jl. Kertajaya Indah Timur XI. 17 blok O - 606 No 17, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60117, Indonesia",4.7,"['Restoran soto', 'Toko Makanan']","{'lat': -7.2775981, 'lng': 112.7826643}"
Soto Ayam Cak Wid,"Jl. Dr. Ir. H. Soekarno No.21, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.5,['Restoran soto'],"{'lat': -7.2776568, 'lng': 112.7807298}"
Soto Ayam Lamongan Cak Agus,"Jl. Gebang Wetan No.4, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.7,"['Restoran Soto Ayam', 'Restoran Jawa']","{'lat': -7.280919, 'lng': 112.788603}"
SATE AYAM KELAPA WARISAN,"Jl. Kedeong Pengkol Gg. 5 No.31, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",5.0,['Restoran'],"{'lat': -7.2649899, 'lng': 112.7673133}"
Warung Sate Pak Yusup Pinggir Jembatan,"Jl. Kejawan Gebang No.17, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.5,['Restoran Sate'],"{'lat': -7.28615, 'lng': 112.8012014}"
Sate Madura Kak Mad,"PQ94+2HP, Jl. Pucang Adi III gang lll a, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",5.0,"['Restoran Sate', 'Rumah Makan']","{'lat': -7.2824114, 'lng': 112.7564561}"
"Gule Kambing, Sate Kambing, Ayam","PQ35+PXG, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.1,['Restoran Sate'],"{'lat': -7.2956911, 'lng': 112.7599553}"
Sate Padang Duo Putri,"PQ5W+WP4, Jl. Keputih Makam Blk. E, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.8,['Restoran Sate'],"{'lat': -7.2901901, 'lng': 112.796845}"
Sate Ayam & Gule Cak Sahar,"Jl. Keputih Tegal No.2, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.3,['Restoran Sate'],"{'lat': -7.2903276, 'lng': 112.7999994}"
Sate Manyar Kalisari,"Jl. Kalisari Utara I No.21, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.0,['Restoran Sate'],"{'lat': -7.2658616, 'lng': 112.8044914}"
Glory Sate Babi,"Jl. Ngagel Jaya Utara No.75, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.7,['Restoran Sate'],"{'lat': -7.2888982, 'lng': 112.7568444}"
SATE JOKO TOLE Madura,"Jl. Keputih No.86-58, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,['Restoran Sate'],"{'lat': -7.2898513, 'lng': 112.797698}"
Sate Ayam Sate Kambing Pak Buser,"Jl. Manyar Rejo I No.2, RT.001/RW.05, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,['Restoran Sate'],"{'lat': -7.2940424, 'lng': 112.7642162}"
Sate Ayam dan Kambing Madura,"Jl. Semolowaru No.74, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,['Restoran Sate'],"{'lat': -7.3003796, 'lng': 112.7754046}"
JJ's Sate Babi,"Jl. Raya Mulyosari No.280, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.3,"['Restoran Sate', 'Restoran Indonesia']","{'lat': -7.2682489, 'lng': 112.7961745}"
Sate ayam pak syafii,"Jl. Barata Jaya No.47, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",5.0,['Restoran Sate'],"{'lat': -7.2988329, 'lng': 112.758856}"
SHAO KAO,"Jalan Raya Kertajaya Indah Blok i103 No.57, Jl. Raya Kertajaya Indah No.57 blok i103, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.4,"['Restoran Sate', 'Restoran Barbeque']","{'lat': -7.280093, 'lng': 112.7770883}"
Sari Laut Cak Aris Khas Lamongan,"Jl. Ngagel Jaya Selatan No.15-L 001, RT.001/RW.05, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.3,"['Restoran Seafood', 'Restoran Jawa Timur', 'Klub Malam']","{'lat': -7.2921546, 'lng': 112.7502257}"
Ikan bakar keputih kh ahmad dahlan,"Jl. KH. Ahmad Dahlan No.7, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.4,"['Restoran Ikan Bakar', 'Restoran Seafood']","{'lat': -7.2900219, 'lng': 112.7998391}"
SAS Cafe N Resto,"Jl. Bhaskara Sawah No.30, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.2,"['Kafe', 'Restoran Indonesia', 'Restoran Seafood']","{'lat': -7.2703801, 'lng': 112.7986469}"
Aneka Sate Mertua,"Warung DD, Jl. Arief Rahman Hakim No.138, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,['Restoran Sate'],"{'lat': -7.2897252, 'lng': 112.7830177}"
Bu mar sate ayam dan sate taichan khas madura,"Jl. Manyar Rejo III No.72, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,"['Warung nasi', 'Restoran Jawa Timur', 'Restoran Sate']","{'lat': -7.2972293, 'lng': 112.7673891}"
Sate Taichan Sataichan,"Jl. Arief Rahman Hakim No.56, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.2,['Restoran Sate'],"{'lat': -7.2896333, 'lng': 112.7830417}"
Sate Ayam Madura Pak Sayidi -Gubeng,"Jl. Kedeong Pengkol Gg. 5 No.31, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",3.0,['Restoran Sate'],"{'lat': -7.2650091, 'lng': 112.7672414}"
Sate Ayam Pak Topan,"Jl. Manyar Sabrangan IX No.58c, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",3.6,"['Restoran Sate', 'Kedai Sarapan & Makan Siang']","{'lat': -7.2833443, 'lng': 112.7679904}"
Sate Ayam Cak Kolil,"Jl. Nginden V, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,['Restoran Sate'],"{'lat': -7.3015544, 'lng': 112.7638879}"
Soto Ayam Lamongan Cak Tono,"Jl. Kertajaya No.139, RT.000/RW.00, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,['Restoran Soto Ayam'],"{'lat': -7.2785677, 'lng': 112.758943}"
Soto Ayam Pak Umar Kertajaya,"No Jl. Dharmawangsa No.81A, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,"['Restoran Soto Ayam', 'Rumah Makan', 'Restoran Jawa']","{'lat': -7.277397, 'lng': 112.7560233}"
Soto Ayam Kampung Pak Djayus,"Jl. Raya Manyar No.81, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.4,"['Restoran Soto Ayam', 'Restoran Indonesia']","{'lat': -7.2980583, 'lng': 112.7622917}"
Soto Ayam Lamongan Cak Yadi,"PQ96+7R3, Jl. Manyar Sambongan, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.7,"['Restoran Soto Ayam', 'Restoran Jawa']","{'lat': -7.2818578, 'lng': 112.7620586}"
Soto Ayam Lamongan Cak Lan,"Jl. Pucang Arjo Tim. No.36, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.6,"['Restoran Soto Ayam', 'Restoran Jawa']","{'lat': -7.28349, 'lng': 112.755585}"
Soto Tapak Siring,"Jl. Dharmahusada No.14C, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,"['Restoran soto', 'Restoran Soto Ayam']","{'lat': -7.2657187, 'lng': 112.7638623}"
Soto Daging Cak Toha,"Jl. Pucang Jajar No.19, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.6,"['Restoran soto', 'Rumah Makan']","{'lat': -7.2847504, 'lng': 112.7601806}"
Soto Ayam Lamongan Pak Salam,"Jl. Pucang Anom Tim. No.1A, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.3,['Kedai Sarapan & Makan Siang'],"{'lat': -7.2812428, 'lng': 112.7559464}"
Ayam Bakar Primarasa Manyar Kertoarjo,"Jl. Manyar Kertoarjo No.68-70, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.5,"['Restoran Masakan Ayam', 'Restoran Ikan Bakar', 'Restoran Indonesia']","{'lat': -7.2804076, 'lng': 112.7678412}"
Bima Restaurant,"Jl. Manyar Kertoarjo No.77, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,"['Restoran China', 'Restoran China Khusus Bawa Pulang', 'Restoran China Pesan-Antar', 'Gedung Pernikahan']","{'lat': -7.279994, 'lng': 112.7706154}"
CARNIS - Gubeng,"Jl. Raya Gubeng No.96, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.6,"['Restoran Steak', 'Restoran']","{'lat': -7.2754091, 'lng': 112.7460542}"
JOYBOX RESTO & LOUNGE,"Jl. Jawa No.38, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.4,"['Restoran Indonesia', 'Layanan DJ', 'Panggung Musik', 'Lounge', 'Restoran']","{'lat': -7.2740379, 'lng': 112.7501294}"
Nasi Pecel Rawon Pucang Moroseneng,"Jl. Pucang Anom No.17, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.5,"['Restoran Jawa', 'Rumah Makan', 'Restoran Nasi Goreng']","{'lat': -7.2842801, 'lng': 112.7543599}"
Resto Padang Simpang Raya,"Jl. Dr. Ir. H. Soekarno No.208, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60241, Indonesia",4.6,"['Restoran Padang', 'Restoran Indonesia']","{'lat': -7.2912571, 'lng': 112.780177}"
WARKOP SEMAR,"PQH7+2HR, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,['Kafe'],"{'lat': -7.2723903, 'lng': 112.7639017}"
Warkop Balazyk,"Jl. Ngagel Jaya Utara No.110, RT.002/RW.01, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.8,['Kafe'],"{'lat': -7.2894084, 'lng': 112.7598189}"
Warkop Bang Rudy,"Jl. Ngagel Jaya Selatan No.169, RT.008/RW.02, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.2,['Kedai Kopi'],"{'lat': -7.293577, 'lng': 112.7607181}"
Warkop Gairah Muda,"No.40, Jl. Srikana, Kertajaya, Gubeng, Surabaya, East Java 60286, Indonesia",4.7,['Kafe'],"{'lat': -7.2742181, 'lng': 112.7578329}"
Warkop Putra Kelud,"Jl. Mulyorejo Barat No.9, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.5,['Kedai Kopi'],"{'lat': -7.2681271, 'lng': 112.7764935}"
WarKop KM 35,"Jl. Karang Menjangan No.35, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,['Kedai Kopi'],"{'lat': -7.2680354, 'lng': 112.7609606}"
Warkop 29 RIZKI Free WIFI,"Jl. Kaliwaron I No.29, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,['Kedai Kopi'],"{'lat': -7.2645982, 'lng': 112.7652455}"
Warkop ALASKA,"Jl. Raya Menur No.25, RT.001/RW.09, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.9,['Kedai Kopi'],"{'lat': -7.2763844, 'lng': 112.7625534}"
WARKOP TERAS 72,"Jl. Srikana, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.273986, 'lng': 112.7577298}"
Warkop & Billiard GalGol,"Jl. Bratang Binangun I No.1, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.8,['Kedai Kopi'],"{'lat': -7.2982855, 'lng': 112.7568317}"
Soto Madura Tropicana,"Jl. Ngagel Jaya No.64, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.5,"['Restoran soto', 'Restoran Cepat Saji']","{'lat': -7.2909355, 'lng': 112.7555291}"
Soto Ayam Akbar,"Jl. Karang Menjangan No.73, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,['Restoran Soto Ayam'],"{'lat': -7.2695889, 'lng': 112.7609976}"
Soto Madura Gubeng PJKA,"Jl. Raya Manyar No.3B, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60284, Indonesia",4.4,"['Restoran Soto Ayam', 'Restoran soto']","{'lat': -7.2881985, 'lng': 112.7634061}"
Soto Ayam Cak Imron,"Jl. Raya Menur No.41, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60286, Indonesia",4.4,['Restoran Soto Ayam'],"{'lat': -7.2800425, 'lng': 112.762357}"
Kapulogo - Soto Ayam Kampung,"Jl. Raya Bratang Binangun No.61, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.6,"['Restoran Soto Ayam', 'Restoran']","{'lat': -7.295663, 'lng': 112.759744}"
Soto Banjar Cik Moy,"Jl. Nginden Intan Raya No.1 E, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.4,"['Restoran soto', 'Restoran Indonesia', 'Restoran Soto Ayam']","{'lat': -7.306928, 'lng': 112.768215}"
Soto Ayam Pak NOTO Dharwangsa,"Jl. Dharmawangsa No.168, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.6,"['Restoran Soto Ayam', 'Restoran Jawa']","{'lat': -7.2799527, 'lng': 112.7556517}"
Soto Ayam Cak Nan,"Jl. Dharmahusada No.39, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,"['Restoran Soto Ayam', 'Restoran Indonesia']","{'lat': -7.266253, 'lng': 112.7677125}"
Soto Ayam Pak Erick,"Jl. Ngagel Jaya Utara, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.6,"['Restoran Soto Ayam', 'Restoran Jawa']","{'lat': -7.289193, 'lng': 112.761955}"
Soto Ayam Surabaya Cak Kurnia,"Jl. Dharmahusada No.38 B, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,"['Restoran Soto Ayam', 'Rumah Makan']","{'lat': -7.2661066, 'lng': 112.7631424}"
Soto Ayam Lamongan Cak Men Ipiems,"Jl. Manyar Sabrangan VII A No.15 E, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",5.0,['Restoran Soto Ayam'],"{'lat': -7.2831405, 'lng': 112.7638723}"
D'Jawa Cafe & Resto,"Jl. Jawa No.33, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.4,"['Restoran Indonesia', 'Restoran Jawa', 'Kedai Sup', 'Restoran Masakan Barat']","{'lat': -7.2733607, 'lng': 112.7491388}"
"Kakkoii All You Can Eat Japanese BBQ & Shabu-Shabu, Surabaya, Manyar","Jl. Manyar Kertoarjo No.110, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.8,"['Restoran Jepang', 'Restoran Prasmanan', 'Restoran']","{'lat': -7.2807922, 'lng': 112.7709977}"
Rumah Makan Idaman - Manyar Kertoarjo 5,"Jl. Manyar Kertoarjo V No.65, RT.007/RW.11, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,"['Restoran Indonesia', 'Restoran China', 'Restoran Jawa']","{'lat': -7.2790823, 'lng': 112.765846}"
Tahu Telor Pak Jayen Cabang Dharmahusada,"Jl. Dharmahusada No.112, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60115, Indonesia",4.5,"['Restoran Tahu', 'Restoran Indonesia']","{'lat': -7.2667807, 'lng': 112.7680509}"
ONKEI Restoran Jepang,"Jl. Kertajaya Indah Timur XIV, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.9,"['Restoran Jepang', 'Restoran', 'Restoran Sushi', 'Restoran Teppanyaki']","{'lat': -7.2773832, 'lng': 112.7861368}"
Warkop Hilal,"Jl. Nginden II No.50, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.5,['Kedai Kopi'],"{'lat': -7.3015404, 'lng': 112.7650833}"
Warkop Sham,"PQ7P+J2J, Jl. Gebang Putih, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,['Kedai Kopi'],"{'lat': -7.285903, 'lng': 112.7850004}"
Warkop Barata,"Jl. Barata Jaya III No.1, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.8,['Kedai Kopi'],"{'lat': -7.2991067, 'lng': 112.7568747}"
Warkop abimanyu,"Jl. Mojo Kidul No.54, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,['Bar Kopi Espresso'],"{'lat': -7.2682411, 'lng': 112.766397}"
Warkop Gresik Semolowaru,"Jalan Semolowaru Tengah Gang 1 No. 4, Semolowaru, Jl. Semolowaru No.158, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.4,"['Kedai Kopi', 'Kafe']","{'lat': -7.3011984, 'lng': 112.7790929}"
WARKOP GAYAM,"Jl. Keputih Gg. IB No.21, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.6,['Kafe'],"{'lat': -7.2885737, 'lng': 112.7986732}"
Warkop 02 Safaraz,"Jl. Gebang Lor No.68, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,['Kafe seni'],"{'lat': -7.2812029, 'lng': 112.788266}"
Warkop adi,"Jl. Gebang Lor No.50, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,['Kedai Kopi'],"{'lat': -7.281252, 'lng': 112.787642}"
